anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
health and behavioral sciences,health & behavioral sciences,,0.9958195090293884,
computer science and media,media computer science,,0.9574679732322693,
pure & industrial chemistry,pure and industrial chemistry,,0.9939515590667725,
cuhk,ehs,,0.8494537472724915,
reproductive medicine unit,reproductive medicine,,0.8707879781723022,
transportation and civil engineering institute,civil engineering institute,,0.9103196859359741,
languages and general studies,languages and social sciences,,0.9074586629867554,
preparatory classes,preparatory class,,0.9754642248153687,
srh,srt,,0.8181597590446472,
physics & engineering physics,physics and engineering physics,,0.9940825700759888,
vitreoretina,viticulture,,0.7686103582382202,
production engineering and mechanical design department,production engineering and mechanical design,,0.9318283200263977,
donkey,animal,,0.6574714779853821,
rural economics,rural economy,,0.9489702582359314,
psychiatry and behavioral neuroscience,psychiatry & behavioral neuroscience,,0.996658205986023,
history of art and architecture,history of art & architecture,,0.9957702159881592,
hadassah medical center,shaare zedek medical center,,0.8187400102615356,
individual and society,people and society,,0.8573780059814453,
technology and design,design and technology,,0.9868370294570923,
scu,sc,,0.8753020763397217,
"graduate clinical medicine, medicine","graduate medicine, medicine",,0.9832137823104858,
imd,iesd,,0.8859459161758423,
postgraduate system,postgraduate program,,0.9109518527984619,
center find focus,central it,,0.8156247138977051,
inria saclay - île-de-france research centre,inria saclay research centre île-de-france,institut des sciences du végétal,0.9890260696411133,0.695014238357544
german language and literature,german language and literature i,,0.9945473670959473,
idener spain,everis spain,,0.9202408790588379,
marathi,rasashastra &amp; bhaishajya kalpana,,0.6719632148742676,
"law, politics and development",law and politics,,0.8974511623382568,
univeristy,univ,,0.9480074644088745,
center for language and brain,cognitive neurosciences,,0.7936094999313354,
dba,ba,,0.9223488569259644,
digital economics,digital economy,,0.8881644606590271,
"geography, history and humanities","geography, history and art history",,0.9169152975082397,
national medicines,veterinary medicin,,0.7352957725524902,
disafa,dibaf,,0.814497709274292,
fisica ed astronomia ettore majorana,physics and astronomy ettore majorana,,0.8878196477890015,
british institute,british institute at ankara,,0.8396603465080261,
pediatric infectious diseases,pediatric infectious disease,,0.9898751378059387,
orthopaedic,orthopaedics,,0.9663380980491638,
m. louise fitzpatrick nursing,louise herrington nursing,,0.8467270731925964,
usda-ars northeast area,usda-ars,,0.7566921710968018,
research and planning,planning and research,,0.9852175712585449,
pen-tung sah micro-nano science and technology,nano science and technology,,0.8392624855041504,
botany,botanical,,0.9417617917060852,
fade,fap,,0.7209072709083557,
pharmacology and nutritional sciences,pharmacological sciences,,0.9124046564102173,
neurogenetics,neurogenomics,,0.953751802444458,
amrc,mrc,,0.8731591701507568,
national centre for coastal research,national centre for sustainable coastal management,central salt and marine chemicals research institute csir,0.8667722940444946,0.6395344734191895
san diego biomedical research institute,uc san diego medicine,,0.8261359333992004,
administration and national security,national security,,0.8432141542434692,
mecânica industrial,quimica industrial,,0.823827862739563,
international sustainability,global sustainability,,0.921395480632782,
neuromarketing,neurotechnology,,0.7038400769233704,
pharmaceutical institute,pharmaceutical research institute,,0.9503452181816101,
unhcr,crl,,0.8302632570266724,
veterinary sciences and animal husbandry,veterinary science and animal husbandry,,0.9891712069511414,
foundation year,first year,,0.7800966501235962,
sespa,uepa,,0.8744038939476013,
forestry and conservation,forestry and nature conservation,,0.9912383556365967,
igcse,igc,,0.8374650478363037,
polymer and fiber engineering,polymer and textile engineering,,0.9629285335540771,
secretary of education of boyacá,secretary of education of putumayo,,0.8373086452484131,
aquaculture engineering,aquaculture technology,,0.9072493314743042,
network sciences and cyberspace,cyberspace science and technology,,0.8805355429649353,
marine and atmospheric science,marine and atmospheric sciences,,0.9902200102806091,
operations management,operation management,,0.9764101505279541,
ecological chemistry,environmental chemistry,,0.9146194458007812,
research centre for study of democratic cultures and politics demcp,research centre arts in society ais,,0.7471097707748413,
core include accessibility and,accessibility core,,0.8929623961448669,
uanl medicine,uanl,,0.7538549304008484,
applied informatics and mathematics,applied mathematics and informatics,,0.9947003722190857,
north of santader,north santander,,0.8250072002410889,
applied linguistics and esl,applied linguistics,,0.9455922842025757,
center of social sciences and education,center of human and social sciences,,0.9422450065612793,
"physics, mathematics",physics and mathematics,,0.9959428906440735,
cytogenetic,cytogenetics,,0.9433401823043823,
real conservatorio superior de música,real conservatorio superior de música de madrid,,0.8986098766326904,
electronics engineering and computer science,electronic engineering and computer science,,0.990760326385498,
biodiversity and ecosystem research,biodiversity research,,0.9324458837509155,
hitachi,hitachi japan,,0.8848620057106018,
national agricultural innovation,national agricultural research,,0.7976444959640503,
literature and cultural heritage,"languages, literature and cultures",,0.8910433053970337,
"finance, accounting and audit",finance and accounting,,0.9584283232688904,
"public health, health sciences",public health and health sciences,,0.9963148832321167,
linz education,educatiom,,0.7263627052307129,
mario negri south consortium,rfx consortium,marco fano economics and management - dsea,0.622416615486145,0.6581248641014099
national agricultural research centre,agricultural research institute,,0.8263344764709473,
industrial engineer,industrial engineering,,0.9259730577468872,
phd researcher,ph.d.,,0.8679358959197998,
health sciences center - medicine,center of medical sciences,,0.9565494060516357,
center for religious and cross-cultural studies,center for religious and cross cultural studies,,0.9956243634223938,
respiratory care,respiratory and critical care,,0.9348651170730591,
amity neuropsychology and neurosciences,psychology and cognitive neuroscience,,0.9115088582038879,
unisanté,cie,,0.7257323265075684,
biological and pharmaceutical engineering,biotechnology and pharmaceutical engineering,,0.9746856689453125,
mechanical engineering and production,mechanical and production engineering,,0.9887011051177979,
g.b. pant himalayan environment and development,wadia himalayan geology,,0.7720628380775452,
c3m,m3,,0.8637082576751709,
automated electric drive,electric drive,,0.879643440246582,
architecture and cities,architecture & urbanism,civic design,0.9579349160194397,0.8071551322937012
hadley centre,lyell centre,,0.7874041199684143,
escuela superior de ingeniería informática,escuela técnica superior de ingeniería informática,escuela técnica superior de ingenieros aeronáuticos,0.9821853637695312,0.8892923593521118
analytical chemistry and instrumental analysis,analytic chemistry,,0.8712654113769531,
directorate of extension,directorate of extension education,,0.9002172946929932,
graduate agricultural and life sciences,graduate agriculture and life sciences,,0.9941708445549011,
contratista,analista,,0.742720365524292,
