DepartmentName,Field,Area,Umbrella,is_STEM
"Iberian and Latin American Cultures, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Comparative Literature, Department of",Comparative Literature,"Language, Literature, Culture",Humanities,False
"English Language and Literature, Department of",English Language and Literature,"Language, Literature, Culture",Humanities,False
"Rhetoric, Department of",,"Language, Literature, Culture",Humanities,False
"Theater, Dance and Performance Studies, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Spanish and Portuguese, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"French, Department of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"Slavic Languages and Literatures, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"East Asian Languages and Cultures, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"East Asian Languages and Cultures, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Italian Studies, Department of",,"Language, Literature, Culture",Humanities,False
"International and Public Affairs, School of",International Affairs,Political Science,Social Sciences,False
"Urban Planning, Department of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Social Welfare, Department of",Social Work,Health,Health,False
"Urban Planning and Design, Department of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Landscape Architecture and Environmental Planning, Department of",,"Architecture, Design, Planning",Humanities,False
"Urban Design, Program in",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Architecture, Planning and Preservation, Graduate School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Architecture, Planning and Preservation, Graduate School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"International Affairs, Management, and Urban Policy, Milano School of",International Affairs,Political Science,Social Sciences,False
"International Affairs, Management, and Urban Policy, Milano School of",Management,Business,Business,False
"International Affairs, Management, and Urban Policy, Milano School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Epidemiology, Department of",Epidemiology,Medical Sciences,Medicine,True
"Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Civil and Urban Engineering (Polytechnic Institute), Department of",Civil Engineering,Engineering,Engineering,True
"Earth and Planetary Science, Department of",Geology,Earth Sciences,Natural Sciences,True
"Earth and Planetary Science, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Fire Protection Engineering, Department of",,Engineering,Engineering,True
"Mechanical, Materials and Aerospace Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Mechanical, Materials and Aerospace Engineering, Department of",Aerospace Engineering,Engineering,Engineering,True
"Mechanical, Materials and Aerospace Engineering, Department of",Mechanical Engineering,Engineering,Engineering,True
"Art History and Archaeology, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Art History and Archaeology, Department of",,"Language, Literature, Culture",Humanities,False
"Art History, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Film and Media Studies, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Art History and Archaeology, Department of",Anthropology,Anthropology,Social Sciences,False
"Pharmaceutical Chemistry, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Cellular and Molecular Pharmacology, Department of",,Medical Sciences,Medicine,True
"Cellular and Molecular Pharmacology, Department of",Pharmacology,Medical Sciences,Medicine,True
"Information School, The",Information Science,Computational Sciences,Mathematics and Computing,True
"Information Science, Department of",Information Science,Computational Sciences,Mathematics and Computing,True
"Materials Science and Engineering, Department of",,Physical Sciences,Natural Sciences,True
"Applied Physics, Department of",,Physical Sciences,Natural Sciences,True
"Negotiation, Organizations and Markets Unit",,Business,Business,False
"Public Policy, McCourt School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Economics (GSAS), Department of",Economics,Economics,Social Sciences,False
"Economics (SOB), Department of",Economics,Economics,Social Sciences,False
"Finance and Economics, Division of",Economics,Economics,Social Sciences,False
"Finance and Economics, Division of",Finance,Business,Business,False
"Neuroscience, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Brain and Cognitive Sciences, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Brain and Cognitive Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Brain and Cognitive Sciences, Department of",Psychology,Psychological Sciences,Social Sciences,False
"Molecular and Cellular Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Astronomy, Department of",Astronomy,Physical Sciences,Natural Sciences,True
"Astrophysical Sciences, Department of",Astronomy,Physical Sciences,Natural Sciences,True
"Jewish, Islamic, and Near Eastern Languages and Cultures, Department of",,"Language, Literature, Culture",Humanities,False
"Journalism, Graduate School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Literature, Department of",,,,
"Human Rights, Department of",Philosophy,Philosophy,Humanities,False
"Art Practice, Department of",,,,
"Genetics, GIDP",Genetics,Medical Sciences,Medicine,True
"Entomology, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Natural Resource Management, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Pathology and Anatomical Sciences, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Pathology and Anatomical Sciences, Department of",Pathology,Biological Sciences,Natural Sciences,True
"East Asian Studies, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
Asian Studies Program,Asian Studies,"Language, Literature, Culture",Humanities,False
"International Letters and Cultures, School of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Government, School of",Political Science,Political Science,Social Sciences,False
"Government, School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"International Studies, Department of",International Affairs,Political Science,Social Sciences,False
"Cell Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Physiological Sciences, Department of",Physiology,Medical Sciences,Medicine,True
"Molecular and Cellular Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Molecular and Cellular Biology, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Molecular and Human Genetics, Department of",,Medical Sciences,Medicine,True
"Russian and Eurasian Studies, Department of",,"Language, Literature, Culture",Humanities,False
Conservatory of Music,Music,Arts,Humanities,False
"Italian, Department of",,"Language, Literature, Culture",Humanities,False
"Government, Department of",Political Science,Political Science,Social Sciences,False
